Abbreviation of the operating point;Name of the operating point;Abkuerzung Betriebspunkt Strecke;Name of operating point distance;LINIE;Kilometry of the operating point;LINIENNAME;VERWALTUNG;E;N;geopos;BPUIC;Didok Nummer;Name Haltestelle;lod
CRET;Le Cret-du-Locle;CRET;Le Cret-du-Locle;224;33.4;Chambrelien Nord - Le Locle (Frontiere);SBB;2550327.458;1214232.145;47.0772326779,6.78458131772;8504315;4315;Le Crêt-du-Locle;http://lod.opentransportdata.swiss/didok/8504315
CRNE;Cressier NE;CRNE;Cressier NE;210;85.55013;Daillens - Biel/Bienne;SBB;2569675.446;1211291.453;47.0519527784,7.03953212505;8504224;4224;Cressier NE;http://lod.opentransportdata.swiss/didok/8504224
CTM;Courtemaiche;CTM;Courtemaiche;240;117.9938;Delemont - Delle;SBB;2571099.681;1256191.682;47.4558691657,7.05538016199;8500127;127;Courtemaîche;http://lod.opentransportdata.swiss/didok/8500127
CTT;Courtetelle;CTT;Courtetelle;240;87.86985;Delemont - Delle;SBB;2590879.959;1243559.687;47.3428290356,7.31794278141;8500120;120;Courtételle;http://lod.opentransportdata.swiss/didok/8500120
CU;Cully;CU;Cully;100;8.52314;Lausanne - Simplon Tunnel I - Iselle;SBB;2545371.351;1148831.252;46.4885617736,6.72715145406;8501124;1124;Cully;http://lod.opentransportdata.swiss/didok/8501124
DAIB;Daillens (bif);DAIL;Daillens;210;19.115;Daillens - Biel/Bienne;SBB;2531684.457;1165528.873;46.6374980604,6.54642852152;8515319;15319;Daillens (bif);http://lod.opentransportdata.swiss/didok/8515319
DAY;Le Day;DAY;Le Day;200;43.27865;Renens VD Ouest - Vallorbe;SBB;2520608.03;1174651.979;46.7173763767,6.40066878869;8501104;1104;Le Day;http://lod.opentransportdata.swiss/didok/8501104
DAY;Le Day;DAY;Le Day;201;3.02648;Le Day - Le Brassus;SBB;2520608.03;1174651.979;46.7173763767,6.40066878869;8501104;1104;Le Day;http://lod.opentransportdata.swiss/didok/8501104
DEN;Denges-Echandens;DEN;Denges-Echandens;150;8.3784;Lausanne - Geneve-Aeroport;SBB;2531092.8129;1153487.6944;46.5291270593,6.54050544475;8501045;1045;Denges-Echandens;http://lod.opentransportdata.swiss/didok/8501045
DENB;Denges B (bif);DEN;Denges-Echandens;150;8.0305;Lausanne - Geneve-Aeroport;SBB;2531389.208;1153666.781;46.5307684847,6.5443417258;8515323;15323;Denges B (bif);http://lod.opentransportdata.swiss/didok/8515323
DENB;Denges B (bif);DEN;Denges-Echandens;163;8.0305;Lausanne-Triage D - Denges B;SBB;2531389.208;1153666.781;46.5307684847,6.5443417258;8515323;15323;Denges B (bif);http://lod.opentransportdata.swiss/didok/8515323
DKRB;Daniken RB;DKRB;Daniken RB;540;45.0;Olten - Woschnau;SBB;2640245.077;1244866.323;47.3534202455,7.97128545373;8516159;16159;Däniken RB;http://lod.opentransportdata.swiss/didok/8516159
DMT;Delemont;DMT;Delemont;226;84.6069;Sonceboz-Sombeval - Moutier - Delemont;SBB;2593309.758;1245689.284;47.3620126641,7.35006334994;8500109;109;Delémont;http://lod.opentransportdata.swiss/didok/8500109
DOP;Dompierre;DOP;Dompierre;251;63.65763;Palezieux Est - Lyss Nord;SBB;2565432.791;1189352.435;46.8544027173,6.98536879074;8504124;4124;Dompierre;http://lod.opentransportdata.swiss/didok/8504124
DOT;Dottikon-Dintikon;DOT;Dottikon-Dintikon;653;67.8927;Gexi Ost - Rotkreuz - Immensee West;SBB;2660124.737;1247283.411;47.3736465469,8.23471030566;8502212;2212;Dottikon-Dintikon;http://lod.opentransportdata.swiss/didok/8502212
DSH;Diessenhofen;DSH;Diessenhofen;820;38.18616;Etzwilen - Schaffhausen;SBB;2698632.514;1282474.82;47.6854682244,8.75229934462;8503428;3428;Diessenhofen;http://lod.opentransportdata.swiss/didok/8503428
DTLN;Dietlikon Nord (Vzw);DTLN;Dietlikon Nord (Vzw);9780;350.91099;Bruttenertunnel West;SBB;2689246.815;1253159.031;47.423186683,8.62142671758;8508289;8289;Dietlikon Nord (Vzw);http://lod.opentransportdata.swiss/didok/8508289
DTLN;Dietlikon Nord (Vzw);DTLN;Dietlikon Nord (Vzw);9781;450.91848;Bruttenertunnel Ost;SBB;2689246.815;1253159.031;47.423186683,8.62142671758;8508289;8289;Dietlikon Nord (Vzw);http://lod.opentransportdata.swiss/didok/8508289
DUED;Dudingen;DUED;Dudingen;250;72.21455;Lausanne Est - Bern;SBB;2581018.424;1188910.003;46.8510524282,7.18975315769;8504101;4101;Düdingen;http://lod.opentransportdata.swiss/didok/8504101
EBSD;Ebikon Sud (Abzw);EBSD;Ebikon Sud (Abzw);9571;0.0;Ebikon Sud - Neustadttunnel West;SBB;2668172.0;1214774.0;47.0804726969,8.33632876586;8509008;9008;Ebikon Süd (Abzw);http://lod.opentransportdata.swiss/didok/8509008
EGL;Eglisau;EGL;Eglisau;701;22.24734;Eglisau - Koblenz - Stein Sackingen Ost;SBB;2681106.759;1269631.163;47.5723745199,8.5165580286;8503402;3402;Eglisau;http://lod.opentransportdata.swiss/didok/8503402
EGN;Egnach;EGN;Egnach;825;84.72236;Romanshorn Feld H - Rorschach;SBB;2746369.351;1267731.962;47.5439912861,9.38301747017;8506309;6309;Egnach;http://lod.opentransportdata.swiss/didok/8506309
EL;Elgg;EL;Elgg;850;126.14657;St.Gallen - Winterthur Nord;SBB;2707351.525;1261838.01;47.4985290889,8.86341151986;8506014;6014;Elgg;http://lod.opentransportdata.swiss/didok/8506014
ERL;Erlen;ERL;Erlen;840;69.7048;Winterthur Nord - Romanshorn;SBB;2734547.856;1268281.411;47.5514602667,9.22620203341;8506107;6107;Erlen;http://lod.opentransportdata.swiss/didok/8506107
ERNA;Erstfeld Nord (Abzw);ER;Erstfeld;601;40.9214;Rynacht -  Erstfeld Nord Gleis links;SBB;2692249.255;1186817.354;46.8261132398,8.6476657399;8516699;16699;Erstfeld Nord (Abzw);http://lod.opentransportdata.swiss/didok/8516699
ESP;Essert-Pittet;ESP;Essert-Pittet;210;29.67427;Daillens - Biel/Bienne;SBB;2534414.919;1175523.475;46.7276733658,6.58065583082;8501111;1111;Essert-Pittet;http://lod.opentransportdata.swiss/didok/8501111
EW;Etzwilen;EW;Etzwilen;822;31.80917;Etzwilen - Konstanz;SBB;2703658.811;1279856.088;47.6611446979,8.81861733248;8506025;6025;Etzwilen;http://lod.opentransportdata.swiss/didok/8506025
EWW;Etzwilen West (Abzw);EW;Etzwilen;820;32.06207;Etzwilen - Schaffhausen;SBB;2703415.022;1279787.347;47.6605651074,8.81535639795;8515443;15443;Etzwilen West (Abzw);http://lod.opentransportdata.swiss/didok/8515443
EYSI;Eysins (embr);EYSI;Eysins (embr);159;2.66497;Nyon - Eysins;SBB;2505019.449;1137418.869;46.3813982461,6.20401488564;8516946;16946;Eysins (embr);http://lod.opentransportdata.swiss/didok/8516946
FACE;Faido cunicolo di acc. est;FACE;Faido cunicolo di acc. est;5004;2.66836;Faido cunicolo di accesso;SBB;2704977.025;1151048.178;46.5025147804,8.80627490589;8518495;18495;Faido cunicolo di acc est;http://lod.opentransportdata.swiss/didok/8518495
FE;Felsenau AG;FE;Felsenau AG;701;50.02189;Eglisau - Koblenz - Stein Sackingen Ost;SBB;2658846.067;1273058.538;47.6055698958,8.22118327722;8500328;328;Felsenau AG;http://lod.opentransportdata.swiss/didok/8500328
FEWA;Feldmeilen Wendeanlage;HERL;Herrliberg-Feldmeilen;730;17.43672;Zurich Stadelhofen - Rapperswil;SBB;2689463.77;1236945.947;47.2773482379,8.62106382568;8518251;18251;Feldmeilen Wendeanlage;http://lod.opentransportdata.swiss/didok/8518251
FF;Frauenfeld;FF;Frauenfeld;840;42.05133;Winterthur Nord - Romanshorn;SBB;2709725.594;1268513.356;47.5581634412,8.89655962127;8506100;6100;Frauenfeld;http://lod.opentransportdata.swiss/didok/8506100
FFPP;Frauenfeld Paketpost;FF;Frauenfeld;843;44.44142;Frauenfeld - Frauenfeld Paketpost;SBB;2711569.126;1270008.868;47.5713004902,8.92142469176;8506147;6147;Frauenfeld Paketpost;http://lod.opentransportdata.swiss/didok/8506147
FG;Faoug;FG;Faoug;251;72.80486;Palezieux Est - Lyss Nord;SBB;2572265.71;1195302.079;46.90824183,7.07460137994;8504127;4127;Faoug;http://lod.opentransportdata.swiss/didok/8504127
FLM;Flamatt;FLM;Flamatt;257;-0.04402;Flamatt - Laupen - Gummenen;SBB;2590925.671;1193048.702;46.8884913393,7.31957079845;8504103;4103;Flamatt;http://lod.opentransportdata.swiss/didok/8504103
FOTN;Fontenette;CHHO;Geneve-Champel;152;67.87585;St-Jean - Geneve-Eaux-Vives - Annemasse;SBB;2500539.0;1115397.0;46.182674594,6.15049121734;8502622;2622;Fontenette;http://lod.opentransportdata.swiss/didok/8502622
FRE;Frenkendorf-Fullinsdorf;FRE;Frenkendorf-Fullinsdorf;500;12.19992;Basel SBB - Olten - Luzern;SBB;2621133.464;1261228.39;47.5014699912,7.71911047846;8500022;22;Frenkendorf-Füllinsdorf;http://lod.opentransportdata.swiss/didok/8500022
FRI;Fribourg/Freiburg;FRI;Fribourg/Freiburg;250;65.99265;Lausanne Est - Bern;SBB;2578046.796;1183594.722;46.8031481543,7.15104693583;8504100;4100;Fribourg/Freiburg;http://lod.opentransportdata.swiss/didok/8504100
FSMF;Faido SMF;FSMF;Faido SMF;594;240.34068;GBT West;SBB;2705320.209;1150534.113;46.4978372112,8.810627956;8518304;18304;Faido SMF;http://lod.opentransportdata.swiss/didok/8518304
FSMF;Faido SMF;FSMF;Faido SMF;598;240.34068;Cambiamento binari Faido SMF;SBB;2705320.209;1150534.113;46.4978372112,8.810627956;8518304;18304;Faido SMF;http://lod.opentransportdata.swiss/didok/8518304
GEAF;Geneve-Aeroport (cul-de-sac);GEAP;Geneve-Aeroport;150;66.6;Lausanne - Geneve-Aeroport;SBB;2497957.63;1121287.246;46.2352666525,6.11577721676;8515329;15329;Genève-Aéroport (cul-de-sac);http://lod.opentransportdata.swiss/didok/8515329
GEAP;Geneve-Aeroport;GEAP;Geneve-Aeroport;150;66.17882;Lausanne - Geneve-Aeroport;SBB;2497660.046;1120988.967;46.232538562,6.11198562378;8501026;1026;Genève-Aéroport;http://lod.opentransportdata.swiss/didok/8501026
GEC;Les Geneveys-sur-Coffrane;GEC;Les Geneveys-sur-Coffrane;224;16.8975;Chambrelien Nord - Le Locle (Frontiere);SBB;2555488.364;1207283.203;47.0150963615,6.85321757986;8504236;4236;Les Geneveys-sur-Coffrane;http://lod.opentransportdata.swiss/didok/8504236
GEFB;Geneve faisceau B;GE;Geneve;158;59.6;Geneve Poste 1 - Geneve FB - Geneve;SBB;2500119.507;1119084.35;46.215777813,6.14427028442;8501010;1010;Genève faisceau B;http://lod.opentransportdata.swiss/didok/8501010
GELL;Gellert;GELL;Gellert;519;2.25327;Basel SBB - Gellert: Gleis 400;SBB;2613310.27;1266514.711;47.5492183321,7.61543719001;8500045;45;Gellert;http://lod.opentransportdata.swiss/didok/8500045
GEPF;Geneve-La-Praille (cul-de-sac);GEPR;Geneve-La-Praille;153;66.9;St-Jean - Geneve-La Praille;SBB;2499052.519;1115788.108;46.1859708722,6.13115828816;8515330;15330;Genève-La-Praille (cul-de-sac);http://lod.opentransportdata.swiss/didok/8515330
GEPO;Geneve Poste 1;GE;Geneve;150;59.4;Lausanne - Geneve-Aeroport;SBB;2500130.147;1119284.219;46.2175771005,6.14436535858;8501038;1038;Genève Poste 1;http://lod.opentransportdata.swiss/didok/8501038
GESE;Geneve-Secheron;GESE;Geneve-Secheron;150;58.86;Lausanne - Geneve-Aeroport;SBB;2500154.186;1119824.517;46.2224403361,6.14456120159;8516283;16283;Genève-Sécheron;http://lod.opentransportdata.swiss/didok/8516283
GEXI;Gexi;GEXI;Gexi;650;30.21054;Killwangen West - Lenzburg - Daniken Ost;SBB;2656927.433;1249351.378;47.3925293742,8.1926417889;8502133;2133;Gexi;http://lod.opentransportdata.swiss/didok/8502133
GF;Glattfelden;GF;Glattfelden;770;19.39512;Bulach - Eglisau - Neuhausen;SBB;2681707.459;1266991.053;47.548557954,8.52405520291;8503401;3401;Glattfelden;http://lod.opentransportdata.swiss/didok/8503401
GIBU;Gilly-Bursinel;GIBU;Gilly-Bursinel;150;29.70298;Lausanne - Geneve-Aeroport;SBB;2512994.8864;1144377.0555;46.445068196,6.30636330196;8501032;1032;Gilly-Bursinel;http://lod.opentransportdata.swiss/didok/8501032
GIUO;Giubiasco Ovest;GIU;Giubiasco;592;226.16896;Verbindungslinie CBT Ovest Camorino Sud;SBB;2719914.216;1113994.893;46.1667539156,8.99127552848;8515975;15975;Giubiasco Ovest;http://lod.opentransportdata.swiss/didok/8515975
GKD;Gelterkinden;GKD;Gelterkinden;500;24.05343;Basel SBB - Olten - Luzern;SBB;2630840.127;1257315.339;47.4658937287,7.84766726143;8500027;27;Gelterkinden;http://lod.opentransportdata.swiss/didok/8500027
GLB;Glattbrugg;GLB;Glattbrugg;760;7.24569;Zurich Hardbrucke  - Bulach;SBB;2684513.691;1253939.107;47.4308267427,8.55885413606;8503310;3310;Glattbrugg;http://lod.opentransportdata.swiss/didok/8503310
GRUO;Gruonbach (Spw);GRUO;Gruonbach (Spw);605;30.38386;Sisikon - Gruonbach (Gleis links);SBB;2690182.656;1196536.069;46.9151600374,8.62387995177;8505140;5140;Gruonbach (Spw);http://lod.opentransportdata.swiss/didok/8505140
HB;Herzogenbuchsee;HB;Herzogenbuchsee;450;66.79461;Olten Sud - Bern;SBB;2619881.936;1226381.482;47.1880861101,7.70095832122;8508008;8008;Herzogenbuchsee;http://lod.opentransportdata.swiss/didok/8508008
HBK;Hindelbank;HBK;Hindelbank;450;89.725;Olten Sud - Bern;SBB;2608113.813;1210953.732;47.0495637428,7.54541056124;8508003;8003;Hindelbank;http://lod.opentransportdata.swiss/didok/8508003
HBTS;Hauenstein Sud (Spw);HBTS;Hauenstein Sud (Spw);500;34.035;Basel SBB - Olten - Luzern;SBB;2635382.48;1249426.086;47.3947099257,7.90728858313;8500247;247;Hauenstein Süd (Spw);http://lod.opentransportdata.swiss/didok/8500247
HEBG;Heerbrugg;HEBG;Heerbrugg;880;47.92854;Sargans Ost - St.Gallen;SBB;2765164.418;1253367.757;47.410392533,9.6272488558;8506317;6317;Heerbrugg;http://lod.opentransportdata.swiss/didok/8506317
HEIM;Heimbach (Spw);HEIM;Heimbach (Spw);500;93.36013;Basel SBB - Olten - Luzern;SBB;2665415.876;1211055.616;47.0473057744,8.29950175205;8515732;15732;Heimbach (Spw);http://lod.opentransportdata.swiss/didok/8515732
HGV;Les Hauts-Geneveys;HGV;Les Hauts-Geneveys;224;20.98843;Chambrelien Nord - Le Locle (Frontiere);SBB;2557145.39;1210837.564;47.0471765271,6.87467312966;8504237;4237;Les Hauts-Geneveys;http://lod.opentransportdata.swiss/didok/8504237
HOT;Horchental;HOT;Horchental;880;70.2;Sargans Ost - St.Gallen;SBB;2750900.843;1260008.822;47.4735274861,9.44057095403;8515168;15168;Horchental;http://lod.opentransportdata.swiss/didok/8515168
HRK;Harkingen Post;HRK;Harkingen Post;410;47.44768;Olten - Solothurn - Biel/Bienne;SBB;2628715.549;1241263.084;47.3216141376,7.81845976716;8500232;232;Härkingen Post;http://lod.opentransportdata.swiss/didok/8500232
HUER;Hurlistein (Abzw);HUER;Hurlistein (Abzw);751;14.77094;ZH Langstr. - Wallisellen - Winterthur;SBB;2692417.15;1253125.862;47.4224509409,8.66343003186;8503338;3338;Hürlistein (Abzw);http://lod.opentransportdata.swiss/didok/8503338
HUER;Hurlistein (Abzw);HUER;Hurlistein (Abzw);752;18.25493;Zurich Oerlikon Nord - Hurlistein (Abzw);SBB;2692417.15;1253125.862;47.4224509409,8.66343003186;8503338;3338;Hürlistein (Abzw);http://lod.opentransportdata.swiss/didok/8503338
HUEW;Huntwangen-Wil;HUEW;Huntwangen-Wil;770;23.60162;Bulach - Eglisau - Neuhausen;SBB;2680814.091;1270616.202;47.581268881,8.51284803608;8503403;3403;Hüntwangen-Wil;http://lod.opentransportdata.swiss/didok/8503403
HURO;Hurlistein Ost;HUER;Hurlistein (Abzw);751;15.24007;ZH Langstr. - Wallisellen - Winterthur;SBB;2692878.831;1253042.476;47.4216361267,8.66953034666;8518271;18271;Hürlistein Ost;http://lod.opentransportdata.swiss/didok/8518271
HURO;Hurlistein Ost;HUER;Hurlistein (Abzw);756;15.24087;Ueberwerfung Hurlistein;SBB;2692878.831;1253042.476;47.4216361267,8.66953034666;8518271;18271;Hürlistein Ost;http://lod.opentransportdata.swiss/didok/8518271
HURW;Hurlistein West;HUER;Hurlistein (Abzw);756;13.68029;Ueberwerfung Hurlistein;SBB;2691345.703;1253329.672;47.4244333608,8.64927403236;8518270;18270;Hürlistein West;http://lod.opentransportdata.swiss/didok/8518270
ISL;Islikon;ISL;Islikon;840;38.05057;Winterthur Nord - Romanshorn;SBB;2705956.274;1267295.91;47.5478349177,8.84619697706;8506019;6019;Islikon;http://lod.opentransportdata.swiss/didok/8506019
KAAG;Kaiserstuhl AG;KAAG;Kaiserstuhl AG;701;30.19755;Eglisau - Koblenz - Stein Sackingen Ost;SBB;2673787.099;1268875.986;47.5664467363,8.41916250191;8503413;3413;Kaiserstuhl AG;http://lod.opentransportdata.swiss/didok/8503413
KAIO;Kaisten Ost (Abzw);KAIO;Kaisten Ost (Abzw);701;66.90019;Eglisau - Koblenz - Stein Sackingen Ost;SBB;2645700.47;1267119.902;47.5532083269,8.04576431725;8515448;15448;Kaisten Ost (Abzw);http://lod.opentransportdata.swiss/didok/8515448
KAU;Kaiseraugst;KAU;Kaiseraugst;700;76.9769;Brugg - Pratteln Ost;SBB;2621497.132;1265346.516;47.5384957627,7.72413551606;8500300;300;Kaiseraugst;http://lod.opentransportdata.swiss/didok/8500300
KBD;Koblenz Dorf;KBD;Koblenz Dorf;701;46.92473;Eglisau - Koblenz - Stein Sackingen Ost;SBB;2660268.967;1273497.245;47.6093861294,8.24016393754;8503411;3411;Koblenz Dorf;http://lod.opentransportdata.swiss/didok/8503411
KIL;Kilchberg;KIL;Kilchberg;720;8.63617;ZH Langstrasse - Thalwil - Ziegelbrucke;SBB;2683863.343;1242099.427;47.324431597,8.54801636547;8503200;3200;Kilchberg;http://lod.opentransportdata.swiss/didok/8503200
KLW;Killwangen-Spreitenbach;KLW;Killwangen-Spreitenbach;691;16.11166;RBL Kopf Zurich - Killwangen West;SBB;2669072.525;1254017.032;47.4333288409,8.35421393402;8503506;3506;Killwangen-Spreitenbach;http://lod.opentransportdata.swiss/didok/8503506
KLWW;Killwangen West (Abzw);KLW;Killwangen-Spreitenbach;698;16.51159;Killwangen West -411- Heitersbergl. Ost;SBB;2668725.525;1254231.03;47.4352897624,8.34964761959;8515450;15450;Killwangen West (Abzw);http://lod.opentransportdata.swiss/didok/8515450
KNO;Knonau;KNO;Knonau;711;31.72842;ZH Hardbrucke - Kollermuhle;SBB;2677870.745;1230435.549;47.2202643539,8.46673125626;8502226;2226;Knonau;http://lod.opentransportdata.swiss/didok/8502226
KPT;Kempraten;KPT;Kempraten;730;33.83199;Zurich Stadelhofen - Rapperswil;SBB;2704159.478;1232854.504;47.238397692,8.81431098566;8503112;3112;Kempraten;http://lod.opentransportdata.swiss/didok/8503112
KRA;Kradolf;KRA;Kradolf;852;2.1194;Sulgen - Gossau SG;SBB;2732761.35;1265267.281;47.5247224284,9.20157506019;8506216;6216;Kradolf;http://lod.opentransportdata.swiss/didok/8506216
KRH;Kreuzlingen Hafen;KRH;Kreuzlingen Hafen;823;61.80192;Kreuzlingen - Kreuzlingen Hafen;SBB;2730978.661;1279067.571;47.6491639478,9.18198225404;8506128;6128;Kreuzlingen Hafen;http://lod.opentransportdata.swiss/didok/8506128
KUE;Kussnacht am Rigi;KUE;Kussnacht am Rigi;570;16.19395;Gutsch - Kussnacht - Immensee;SBB;2675547.817;1215209.985;47.0835941099,8.43351749599;8505002;5002;Küssnacht am Rigi;http://lod.opentransportdata.swiss/didok/8505002
KZ;Kerzers;KZ;Kerzers;251;84.81079;Palezieux Est - Lyss Nord;SBB;2581294.968;1202697.231;46.9750789544,7.19281019439;8504400;4400;Kerzers;http://lod.opentransportdata.swiss/didok/8504400
KZW;Kerzers West (Abzw);KZ;Kerzers;258;21.96598;Kerzers West - Kerzers BLS;SBB;2581239.596;1202539.827;46.9736615574,7.1920890556;8518338;18338;Kerzers West (Abzw);http://lod.opentransportdata.swiss/didok/8518338
LAN;Langwiesen;LAN;Langwiesen;820;45.33157;Etzwilen - Schaffhausen;SBB;2691880.84;1282141.3;47.6834509702,8.66232019933;8503426;3426;Langwiesen;http://lod.opentransportdata.swiss/didok/8503426
LB;Lenzburg;LB;Lenzburg;650;31.93612;Killwangen West - Lenzburg - Daniken Ost;SBB;2655249.091;1249187.66;47.3911997555,8.1703928761;8502119;2119;Lenzburg;http://lod.opentransportdata.swiss/didok/8502119
LBW;Lenzburg West (Abzw);LB;Lenzburg;651;42.4911;Hubeli - Beinwil - Lenzburg;SBB;2654909.42;1249348.182;47.3926718333,8.1659139374;8515407;15407;Lenzburg West (Abzw);http://lod.opentransportdata.swiss/didok/8515407
LCR;Le Creux;LCR;Le Creux;225;74.23767;Biel/Bienne West - La Chaux-de-Fonds;SBB;2556824.163;1216705.353;47.0999347558,6.86988487524;8504313;4313;Le Creux;http://lod.opentransportdata.swiss/didok/8504313
LGPC;Lugano Paradiso (c bin);LGPC;Lugano Paradiso (c bin);600;183.21114;Immensee - Bellinzona - Chiasso;SBB;2717180.81;1094190.115;45.9891137334,8.95094971777;8515409;15409;Lugano Paradiso (c bin);http://lod.opentransportdata.swiss/didok/8515409
LKK;Leuk KM-Sprung;LK;Leuk;100;118.8381;Lausanne - Simplon Tunnel I - Iselle;SBB;2616919.525;1128526.685;46.3079338608,7.65826979524;8518337;18337;Leuk KM-Sprung;http://lod.opentransportdata.swiss/didok/8518337
LNTO;Neustadttunnel Ost (Vzw);LZTB;Luzern Tiefbahnhof;9553;0.0;Neustadttunnel Ost - Neustadttunnel West;SBB;2666281.0;1210739.0;47.0443720384,8.31083947463;8509012;9012;Neustadttunnel Ost (Vzw);http://lod.opentransportdata.swiss/didok/8509012
LOC;Le Locle;LOC;Le Locle;233;0.0;Le Locle - Les Brenets;SBB;2547390.022;1212103.713;47.0578610148,6.74615325034;8504316;4316;Le Locle;http://lod.opentransportdata.swiss/didok/8504316
LOCF;Le Locle-Frontiere;LOCF;Le Locle-Frontiere;217;481.74;Besancon - Le Locle-Frontiere;SBB;2545162.982;1211274.04;47.050217541,6.71694218438;8504319;4319;Le Locle-Frontière;http://lod.opentransportdata.swiss/didok/8504319
LONB;Lonay B (bif);LON;Lonay-Preverenges;162;9.7108;Lausanne-Triage P1 - Lonay B;SBB;2529846.956;1153022.02;46.52480869,6.52433937971;8515337;15337;Lonay B (bif);http://lod.opentransportdata.swiss/didok/8515337
LQ;Landquart;LQ;Landquart;920;0.0;Landquart RhB - Chur - Disentis;SBB;2760969.261;1203988.14;46.9674404286,9.55404467894;8509002;9002;Landquart;http://lod.opentransportdata.swiss/didok/8509002
LS;Lausanne;LS;Lausanne;150;0.0;Lausanne - Geneve-Aeroport;SBB;2537874.991;1152042.412;46.5167918174,6.62909229044;8501120;1120;Lausanne;http://lod.opentransportdata.swiss/didok/8501120
LSA;La Sarraz;LSA;La Sarraz;200;22.74756;Renens VD Ouest - Vallorbe;SBB;2529486.726;1167920.862;46.658784954,6.5173610571;8501108;1108;La Sarraz;http://lod.opentransportdata.swiss/didok/8501108
LSB;Liesberg;LSB;Liesberg;230;94.19538;Delemont Est - Basel SBB Ost;SBB;2600027.243;1249709.392;47.3982052463,7.43898523856;8500111;111;Liesberg;http://lod.opentransportdata.swiss/didok/8500111
LSGS;Lichtensteig Sud (Abzw);LSG;Lichtensteig;853;17.89224;Wil Sud - Wattwil - Uznach;SOB;2724127.45;1241954.275;47.3167769115,9.08048148633;8515454;15454;Lichtensteig Süd (Abzw);http://lod.opentransportdata.swiss/didok/8515454
